City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
379,coihueco,75,CL,1525251600,100,-36.63,-71.83,50.0,4.99
380,aripuana,32,BR,1525254943,97,-9.17,-60.63,72.38,2.19
381,klyuchi,92,RU,1525254943,97,52.25,79.17,47.54,11.59
382,madarounfa,0,NE,1525251600,39,13.3,7.16,95.0,13.87
383,ormara,0,PK,1525254944,56,25.21,64.64,92.18,20.31
384,whitehorse,40,CA,1525251600,48,60.72,-135.06,42.8,6.93
385,constitucion,0,MX,1525254553,66,23.99,-104.67,48.8,4.76
386,oran,75,DZ,1525253400,67,35.7,-0.65,62.6,17.22
387,cockburn town,0,TC,1525254452,99,21.46,-71.14,79.13,13.15
388,aklavik,75,CA,1525251600,79,68.22,-135.01,21.2,9.17
389,puerto ayacucho,88,CO,1525254945,100,5.66,-67.63,70.49,2.64
390,sunnyside,44,CA,1525254946,97,47.86,-53.92,40.25,14.05
391,luganville,80,VU,1525254946,100,-15.51,167.18,79.4,12.37
392,polunochnoye,44,RU,1525254946,51,60.87,60.43,44.48,10.47
393,lorengau,68,PG,1525254947,100,-2.02,147.27,83.18,5.55
394,gusev,0,RU,1525254947,73,54.59,22.2,58.07,7.9
395,yurga,8,RU,1525254947,79,55.71,84.93,41.6,2.19
396,monte siao,0,BR,1525254947,83,-22.43,-46.57,57.08,5.99
397,yarim,24,YE,1525254948,40,14.3,44.38,74.54,2.53
398,luanda,0,AO,1525254948,82,-8.83,13.24,85.34,6.44
399,koumac,8,NC,1525254948,80,-20.56,164.28,72.74,7.78
400,norden,75,DE,1525253100,54,53.59,7.21,55.4,11.41
401,ekhabi,0,RU,1525254525,82,53.51,142.97,29.9,5.77
402,kangasala,75,FI,1525252800,87,61.46,24.07,46.4,8.05
403,evensk,12,RU,1525254536,94,61.92,159.24,28.73,5.88
404,isangel,36,VU,1525254604,100,-19.55,169.27,76.88,14.38
405,college,90,US,1525253160,76,64.86,-147.8,32.0,4.7
406,lagos,75,NG,1525251600,74,6.46,3.39,87.8,6.93
407,klamath falls,1,US,1525251180,74,42.22,-121.78,37.4,4.7
408,san jose,20,PH,1525254765,58,15.79,120.99,87.41,2.64
409,staryy nadym,32,RU,1525254951,91,65.61,72.68,15.5,15.05
410,morros,75,BR,1525251600,94,-2.87,-44.04,73.4,5.82
411,arman,20,RU,1525251600,86,59.7,150.17,28.4,4.47
412,asosa,24,ET,1525254952,20,10.07,34.53,95.15,5.44
413,irbeyskoye,76,RU,1525254953,75,55.64,95.45,46.01,18.75
414,sulat,56,PH,1525254953,95,11.81,125.45,82.46,6.44
415,strelka,20,RU,1525254953,75,58.08,93.03,38.36,9.57
416,mount gambier,56,AU,1525254534,48,-37.83,140.78,61.49,5.21
417,sabang,64,PH,1525254547,96,13.72,123.58,81.2,5.88
418,rusape,56,ZW,1525254954,70,-18.53,32.12,65.63,4.21
419,makakilo city,75,US,1525252440,88,21.35,-158.09,73.4,8.01
420,antalaha,88,MG,1525254955,92,-14.9,50.28,78.14,13.82
421,carmelo,90,UY,1525251600,82,-34.0,-58.28,64.4,9.17
422,zhezkazgan,90,KZ,1525251600,56,47.8,67.71,57.2,22.37
423,paredon,0,BO,1525254956,96,-18.93,-65.16,41.87,2.75
424,naze,32,NG,1525254492,88,5.43,7.07,84.62,4.76
425,belyy yar,0,RU,1525251600,30,53.6,91.39,55.4,8.95
426,miramar,0,CR,1525251600,68,10.09,-84.73,69.8,14.99
427,tura,56,IN,1525254601,97,25.52,90.21,72.83,3.2
428,tual,48,ID,1525254499,100,-5.67,132.75,83.36,7.56
429,peniche,40,PT,1525253400,67,39.36,-9.38,57.2,9.17
430,canico,75,PT,1525253400,72,32.63,-16.85,64.4,6.93
431,guangyuan,32,CN,1525254595,35,32.43,105.86,79.49,6.33
432,skjervoy,0,NO,1525251000,52,70.03,20.97,44.6,27.51
433,tondano,40,ID,1525251600,78,1.3,124.91,82.4,1.12
434,lavrentiya,88,RU,1525254446,100,65.58,-170.99,22.43,13.94
435,kanalion,0,GR,1525252800,50,39.61,19.89,78.8,8.05
436,bagotville,8,AU,1525254959,100,-28.98,153.42,69.41,7.11
437,wanning,75,AT,1525252800,59,48.64,13.53,60.8,9.17
438,haines junction,0,CA,1525254960,59,60.75,-137.51,30.8,7.56
439,sitka,24,US,1525254542,30,37.17,-99.65,70.58,13.27
440,ganta,88,LR,1525254960,96,7.31,-8.54,75.53,7.23
441,darovskoy,68,RU,1525254961,90,58.77,47.96,53.66,4.76
442,broome,75,GB,1525252800,81,52.47,1.45,51.8,24.16
443,margate,0,AU,1525251600,55,-43.03,147.26,62.6,3.36
444,salalah,20,OM,1525251000,59,17.01,54.1,89.6,13.87
445,semnan,48,IR,1525254962,64,35.58,53.39,69.23,4.32
446,sumbe,0,AO,1525254962,80,-11.2,13.84,84.98,7.23
447,pangody,32,RU,1525254963,96,65.85,74.49,12.98,16.51
448,warin chamrap,75,TH,1525251600,59,15.19,104.86,91.4,4.7
449,kandrian,56,PG,1525254963,100,-6.21,149.55,75.62,4.09
450,petlawad,0,IN,1525254964,20,22.96,74.82,105.23,15.05
451,half moon bay,90,US,1525254000,93,37.46,-122.43,53.6,5.82
452,buin,0,CL,1525251600,87,-33.73,-70.74,48.2,8.05
453,noumea,90,NC,1525253400,88,-22.28,166.46,66.2,3.36
454,nosivka,0,UA,1525254965,50,50.94,31.58,83.18,7.0
455,adre,0,TD,1525254552,19,13.47,22.2,101.81,9.01
456,bin qirdan,0,TN,1525254965,66,33.14,11.22,71.75,13.15
457,okara,92,PK,1525254965,25,30.81,73.45,102.8,0.51
458,narsaq,20,GL,1525251000,53,60.91,-46.05,24.8,8.05
459,manjacaze,48,MZ,1525254966,100,-24.71,33.88,71.03,4.32
460,sattahip,20,TH,1525251600,66,12.67,100.9,86.0,4.7
461,mount isa,0,AU,1525251600,26,-20.73,139.49,80.6,5.82
462,rimbey,75,CA,1525251600,74,52.64,-114.24,37.4,3.36
463,new iberia,90,US,1525253700,100,30.0,-91.82,73.4,11.41
464,curuguaty,12,PY,1525254967,75,-24.47,-55.69,67.52,3.42
465,kodinsk,92,RU,1525254967,56,58.6,99.18,50.78,8.23
466,ravar,8,IR,1525254968,31,31.27,56.81,81.92,3.65
467,bauchi,0,NG,1525254968,74,10.31,9.85,88.04,8.01
468,hualmay,24,PE,1525254968,98,-11.1,-77.61,62.21,3.65
469,daru,76,SL,1525254488,99,7.99,-10.85,77.24,4.99
470,kugulta,0,RU,1525251600,36,45.36,42.37,75.2,6.71
471,corinto,0,BR,1525254969,84,-18.36,-44.46,57.26,3.98
472,yakeshi,68,CN,1525254969,47,49.28,120.73,50.06,7.78
473,morag,0,PL,1525254970,55,53.92,19.93,58.52,4.54
474,pachino,20,IT,1525251000,60,36.72,15.09,69.8,19.46
475,panaba,8,MX,1525254970,88,21.28,-88.27,74.99,4.76
476,ixtapa,75,MX,1525250700,88,20.71,-105.21,71.6,1.07
477,miami,75,US,1525251360,88,25.77,-80.19,77.0,13.87
478,mahon,40,IE,1525253400,70,51.89,-8.4,48.2,17.22
479,porto novo,75,BR,1525251600,93,-23.68,-45.44,62.6,3.36
480,fortuna,20,ES,1525253400,32,38.18,-1.13,68.0,16.11
481,boguchany,92,RU,1525254972,92,58.38,97.46,43.76,11.59
482,veraval,75,FR,1525253400,66,49.65,0.71,55.4,19.46
483,ladario,68,PT,1525254520,81,40.7,-7.74,47.63,3.31
484,catia la mar,20,VE,1525251600,73,10.6,-67.03,77.0,15.28
485,otavi,0,NA,1525254973,37,-19.64,17.34,76.88,5.44
486,sawtell,0,AU,1525251600,82,-30.38,153.1,64.4,4.7
487,mangrol,76,IN,1525254974,19,25.33,76.51,103.61,16.73
488,vao,20,EE,1525254484,89,59.1,26.19,52.58,8.46
489,sydney,0,AU,1525251600,77,-33.85,151.22,68.0,8.05
490,ahipara,0,NZ,1525254590,91,-35.17,173.16,61.31,10.92
491,ola,20,RU,1525251600,86,59.58,151.3,28.4,4.47
492,santa isabel do rio negro,48,BR,1525254975,100,-0.41,-65.02,72.74,2.64
493,kitui,68,KE,1525254975,69,-1.37,38.02,77.24,7.34
494,cap malheureux,75,MU,1525251600,65,-19.98,57.61,82.4,14.99
495,lisala,0,CD,1525254976,51,2.15,21.52,92.81,3.87
496,vardo,1,US,1525253700,100,39.62,-77.74,64.4,2.42
497,florence,1,US,1525252500,77,34.8,-87.68,66.2,4.7
498,bakaly,100,RU,1525254977,97,55.18,53.8,44.21,9.8
499,coquimbo,0,CL,1525251600,100,-29.95,-71.34,48.2,3.36
500,sobolevo,20,RU,1525254478,68,54.43,31.9,76.43,12.26
501,acapulco,40,MX,1525250700,78,16.86,-99.88,80.6,4.09
502,prince rupert,90,CA,1525253100,93,54.32,-130.32,46.4,2.24
503,sao joao da barra,0,BR,1525252500,94,-21.64,-41.05,68.0,11.92
504,nong kung si,40,TH,1525251600,66,16.65,103.3,91.4,8.05
505,palu,80,ID,1525254979,85,-0.9,119.87,71.21,1.74
506,monrovia,40,LR,1525253400,83,6.33,-10.8,80.6,6.93
507,dali,80,CN,1525254613,69,25.6,100.24,66.08,2.08
508,champerico,80,MX,1525254980,93,16.38,-93.6,70.58,2.53
509,lyman,0,UA,1525254980,34,48.98,37.82,77.96,7.0
510,chifeng,92,CN,1525254980,29,42.27,118.96,53.21,10.13
511,merrill,1,US,1525251180,74,42.03,-121.6,37.4,4.7
512,kyabe,0,TD,1525254981,36,9.45,18.94,100.46,11.7
513,saint-georges,8,CA,1525254578,69,46.12,-70.67,50.6,7.34
514,guhagar,0,IN,1525254981,76,17.48,73.19,87.68,11.81
515,itapetinga,92,BR,1525254982,98,-15.25,-40.25,69.77,3.65
516,siavonga,0,ZW,1525254982,60,-16.54,28.71,78.14,3.53
517,malaryta,0,BY,1525251600,49,51.79,24.08,69.8,6.71
518,huambo,0,AO,1525254983,50,-12.78,15.73,74.45,6.22
519,nemuro,75,JP,1525251600,75,43.32,145.57,42.8,9.17
520,shu,0,KZ,1525254983,33,43.6,73.76,71.48,14.27
521,tilichiki,80,RU,1525254984,85,60.47,166.1,29.27,2.86
522,hearst,92,CA,1525254984,97,49.69,-83.67,30.62,4.32
523,marand,20,IR,1525251600,42,38.43,45.77,68.0,9.17
524,rio grande,20,BR,1525254985,97,-32.03,-52.1,67.16,12.48
525,north bend,1,US,1525252500,93,43.41,-124.22,46.4,4.7
526,bay roberts,40,CA,1525251600,93,47.58,-53.28,42.8,10.29
527,beringovskiy,24,RU,1525254482,92,63.05,179.32,22.16,3.65
528,dosso,0,NE,1525254587,41,13.05,3.19,90.38,5.77
529,dejen,0,ET,1525254986,57,10.16,38.15,76.88,1.97
530,svetlaya,88,RU,1525254463,88,46.54,138.33,41.51,6.89
531,washington,1,US,1525253820,87,38.9,-77.04,60.8,4.21
532,cachoeira,76,BR,1525254987,91,-12.6,-38.97,75.17,4.76
533,abu samrah,0,SY,1525254988,100,35.3,37.18,75.71,6.22
534,bandar,24,ID,1525254988,75,-4.2,104.14,86.78,7.9
535,anderson,1,US,1525253700,82,34.51,-82.65,59.0,3.36
536,lannion,92,FR,1525253400,93,48.73,-3.46,53.6,9.17
537,gladstone,0,AU,1525254969,85,-23.84,151.26,70.31,10.36
538,manzhouli,0,CN,1525254464,21,49.6,117.43,57.71,6.55
539,palmas bellas,64,PA,1525254990,90,9.23,-80.09,78.05,6.55
540,chicomuselo,76,MX,1525254990,96,15.77,-92.27,65.81,0.74
541,novoorsk,40,RU,1525251600,47,51.38,58.98,59.0,13.42
542,rocha,36,UY,1525254596,88,-34.48,-54.34,54.11,7.0
543,nioki,32,CD,1525254991,64,-2.72,17.69,87.86,2.64
544,slave lake,90,CA,1525251600,69,55.28,-114.77,37.4,3.2
545,parli,0,IN,1525254991,22,18.85,76.53,105.41,6.78
546,yerbogachen,88,RU,1525254992,82,61.28,108.01,50.15,6.33
547,avera,1,US,1525253880,93,33.19,-82.53,59.0,3.36
548,datong,80,CN,1525254802,31,40.09,113.3,53.93,12.26
549,brae,20,GB,1525252800,87,60.4,-1.35,48.2,23.04
550,marienburg,40,DE,1525252800,47,52.12,9.98,57.2,10.29
551,carbonia,90,IT,1525252800,93,39.17,8.53,55.4,17.22
552,lata,48,IN,1525254601,100,30.78,78.62,57.53,1.19
553,ponta do sol,0,BR,1525254450,84,-20.63,-46.0,56.18,5.44
554,leh,8,IN,1525254994,95,34.16,77.58,21.17,1.63
555,ancud,92,CL,1525254458,93,-41.87,-73.83,49.7,5.44
556,tokomaru,0,NZ,1525254994,90,-40.47,175.51,41.33,4.32
557,halifax,20,CA,1525251600,93,44.65,-63.58,41.0,4.7
558,emba,20,CY,1525253400,57,34.81,32.42,82.4,18.34
559,bichena,0,ET,1525254995,57,10.45,38.2,76.88,1.97
560,nola,0,CF,1525254995,69,3.52,16.05,87.32,2.98
561,krasnoarmeysk,0,RU,1525251600,33,56.12,38.15,77.0,6.71
562,arcata,90,US,1525253700,93,40.87,-124.08,51.8,7.67
563,dutse,0,NG,1525254996,54,11.76,9.34,96.32,10.47
564,nouadhibou,0,MR,1525251600,63,20.93,-17.03,64.4,26.4
565,pecos,1,US,1525253700,64,31.42,-103.49,71.6,9.17
566,tessalit,0,ML,1525254537,12,20.2,1.01,82.73,6.44
